O_A,O_B,S_A,S_B
2.792278,-1.002461,0.371191,0.201931
2.062181,-0.826627,0.562558,0.835382
-1.135377,0.389337,0.535262,0.549705
-0.841941,0.368680,0.075117,0.767004
0.626825,0.916082,0.773813,0.193938
1.093974,2.560901,0.746387,0.978000
-1.075147,-1.949942,0.885903,0.879266
-0.479851,2.550213,0.215547,0.548278
-1.523351,-0.245917,0.093128,0.260774
0.570344,-0.936043,0.999948,0.373184
1.990500,2.323148,0.848260,0.678812
-0.191177,3.452351,0.731752,0.231362
0.536223,0.567587,0.529533,0.704202
-1.820828,0.441931,0.496443,0.925598
0.033198,-0.639853,0.082808,0.494548
2.701465,-1.041752,0.277502,0.702945
1.937730,-0.414606,0.225655,0.600228
1.729134,-0.994171,0.495823,0.073552
1.535904,-0.431589,0.879038,0.049105
-2.021451,1.378830,0.560899,0.114952
-2.146049,0.447893,0.416757,0.970162
-0.423085,2.287567,0.607320,0.951945
-0.550760,-0.678677,0.320194,0.575796
-1.507914,1.670754,0.158190,0.803673
-3.006669,1.675564,0.870442,0.216386
1.894703,1.696794,0.868098,0.081099
-0.889120,-0.406007,0.021488,0.023279
-0.106643,-0.496276,0.542731,0.896698
2.339323,-2.173941,0.620549,0.854808
3.326612,-1.759390,0.137762,0.797007
0.085599,2.268768,0.762187,0.174453
4.090894,1.596377,0.890482,0.356115
-2.750263,1.933925,0.703650,0.004041
0.720423,0.763004,0.769510,0.285036
-0.471637,2.353687,0.679827,0.256796
-0.285561,-3.913281,0.227716,0.605743
-0.463383,-1.164251,0.950810,0.298244
3.281875,1.026012,0.041492,0.650343
-1.004113,0.408203,0.844814,0.263104
-0.586150,-0.900376,0.251013,0.472622
-1.972796,-0.586994,0.982519,0.355343
-2.638590,1.046043,0.287255,0.948304
0.304119,-0.022061,0.992201,0.640645
-1.246638,0.340744,0.476964,0.777900
3.711553,0.185419,0.830570,0.496352
-2.328888,2.490194,0.239560,0.179620
-0.366778,1.171270,0.492294,0.145537
-0.855812,0.407265,0.389975,0.680370
-3.231602,4.562827,0.834336,0.063579
0.560873,-1.635919,0.079187,0.674885
2.210689,-0.776251,0.211191,0.282132
1.375313,2.773308,0.012762,0.611293
-0.701980,-1.342398,0.847673,0.665309
0.785703,3.237050,0.361917,0.724988
0.257632,-1.119222,0.102838,0.076005
-0.114833,-0.685989,0.195336,0.750352
0.395209,-6.099602,0.065263,0.512789
-1.653873,-1.096703,0.833031,0.871658
-0.778998,-0.504639,0.731372,0.460221
-1.094161,0.501478,0.752998,0.176191
2.420871,0.877472,0.081598,0.604589
2.590463,2.479338,0.962089,0.129821
-1.036211,-1.082332,0.651006,0.998422
-2.513741,0.252055,0.834032,0.313255
-2.750829,1.223859,0.543326,0.507037
1.242044,-0.095969,0.512096,0.484965
-2.257249,1.447297,0.272309,0.166525
-0.961909,-2.342766,0.200570,0.843306
-1.172066,-0.517712,0.582061,0.608747
-3.210013,1.202137,0.593780,0.034120
-0.264677,-0.704253,0.766298,0.535184
-0.386219,1.258727,0.713645,0.836152
1.768367,0.428812,0.572062,0.941483
0.653697,-2.576987,0.193145,0.708886
0.184898,-0.704347,0.397267,0.734576
-2.797201,1.827023,0.996872,0.270348
-3.427387,-2.343101,0.823078,0.724905
1.719139,3.314653,0.613369,0.506916
0.394100,-2.836482,0.559889,0.936501
3.439948,-1.178170,0.251427,0.136019
2.968114,-0.071413,0.412597,0.350630
-0.727408,-0.385911,0.722101,0.622770
-4.205593,2.100446,0.166538,0.552976
-4.608419,-3.824621,0.605982,0.202213
2.461151,1.176442,0.191890,0.820872
-1.938926,-0.870955,0.872087,0.202309
1.788896,-2.196216,0.483705,0.899172
1.460797,-0.071362,0.310119,0.415319
-0.411214,-0.566524,0.673692,0.320517
-0.100546,1.024195,0.122917,0.156447
-1.272444,-0.903199,0.897435,0.293006
1.574305,0.035422,0.341959,0.102915
-0.078406,4.374113,0.125141,0.124731
-0.115941,-1.316071,0.420158,0.582893
2.806572,0.972922,0.657136,0.754005
-1.003530,-2.701697,0.365349,0.821787
0.118168,-3.500666,0.220946,0.028154
1.941526,-1.584653,0.230248,0.882349
1.480123,0.440018,0.680962,0.335447
-3.913712,-0.441495,0.731997,0.037663
-1.344683,-2.118022,0.562630,0.928340
-1.784319,-1.575005,0.696210,0.701158
-2.990079,-0.783498,0.842799,0.107720
-0.166019,-2.022976,0.008777,0.603156
-1.055274,0.788983,0.572914,0.533864
-0.051432,-2.097131,0.479573,0.676024
1.265905,0.776870,0.295710,0.338709
-2.140787,2.245562,0.374891,0.951781
0.482012,1.040644,0.362644,0.930190
-0.621323,1.659246,0.699526,0.239152
3.972189,1.218347,0.454901,0.864786
-1.697760,0.304113,0.083616,0.131246
-1.076034,0.951490,0.421694,0.795298
-0.854501,-0.543527,0.356337,0.170077
0.440902,0.998641,0.220890,0.235749
-0.195864,-1.297360,0.338163,0.459273
0.027123,-0.483282,0.070357,0.194176
1.572873,2.263752,0.833208,0.729793
-2.431574,-0.354104,0.243808,0.033493
-0.666300,-0.074786,0.227540,0.309989
1.314798,3.591132,0.800584,0.163053
-2.975347,2.901026,0.402960,0.210475
-1.592510,1.541182,0.267129,0.230161
0.503821,-0.603301,0.104317,0.882656
-0.239276,0.297084,0.154830,0.093306
-0.366249,2.257410,0.590511,0.740745
0.605652,-1.072561,0.569049,0.725111
1.627589,0.587748,0.539980,0.600332
0.949527,-2.423925,0.492831,0.413363
-0.113169,2.593481,0.896843,0.388027
-0.216264,2.267206,0.875127,0.248327
-1.512441,1.056657,0.384344,0.506555
0.046220,-0.089752,0.398412,0.515090
0.231666,1.761876,0.682742,0.212115
0.877384,-0.968376,0.454706,0.960600
2.039204,0.186983,0.420247,0.299690
0.679563,0.308247,0.966079,0.699715
1.314975,-0.358085,0.301511,0.876450
2.207259,-1.928045,0.474193,0.029770
-2.948409,3.639596,0.044310,0.231529
1.226693,0.264085,0.222226,0.318932
0.741311,1.305447,0.503285,0.619866
1.368838,-1.055767,0.032317,0.893593
0.593732,-1.153712,0.097021,0.279584
1.036081,1.764929,0.252709,0.448845
2.038377,0.667264,0.376732,0.165691
1.273252,-1.293092,0.919153,0.644871
5.856387,1.083776,0.055006,0.563284
-0.541569,2.046664,0.527629,0.212265
1.023264,-1.309722,0.475993,0.378090
-1.140270,-1.398106,0.294921,0.030931
-2.535798,2.030921,0.962506,0.726442
0.051632,0.517752,0.983545,0.892409
1.986547,-0.162797,0.920520,0.528538
0.170824,0.379691,0.333699,0.871494
2.260443,-2.587200,0.320512,0.544415
0.555652,-0.006264,0.048406,0.412380
0.309501,-1.591942,0.440574,0.303243
1.725104,-3.011601,0.617050,0.257762
-0.386574,-0.515081,0.346503,0.614903
-0.052362,-0.215491,0.809338,0.323521
-1.533775,0.991929,0.445417,0.438454
-1.772588,0.074923,0.618453,0.049106
3.599292,1.458820,0.797193,0.610719
-1.437975,-4.457961,0.522973,0.802343
0.105620,-1.146725,0.330651,0.903390
1.638324,0.849213,0.452608,0.474799
1.228784,1.274729,0.932306,0.131437
3.835214,-2.336933,0.035170,0.124739
0.891188,-0.221058,0.929865,0.536730
-0.289640,1.358706,0.969120,0.962624
1.051901,0.313609,0.930982,0.375063
0.222341,-1.987894,0.710681,0.017269
1.486742,-1.944345,0.025695,0.174254
1.412760,-0.275670,0.413823,0.312177
-0.182990,-0.955506,0.236677,0.891431
-1.109597,-2.565377,0.192769,0.622298
1.559650,0.019849,0.218945,0.510821
0.681741,4.967265,0.695019,0.716751
1.734682,1.297201,0.349522,0.221536
1.283500,-0.614385,0.468347,0.241435
-2.732791,3.990989,0.966886,0.139258
-3.698709,1.247602,0.055443,0.992390
1.551046,1.205866,0.593203,0.158241
0.169145,-0.833120,0.159630,0.045842
-1.845907,-0.907200,0.659975,0.243394
1.288766,1.464208,0.240474,0.003992
0.095232,0.428794,0.595955,0.025602
-2.860273,-0.448507,0.179253,0.880155
1.259360,-0.368381,0.313499,0.348721
2.292267,0.704596,0.946353,0.379050
1.624383,-0.429973,0.094494,0.214144
-0.652017,1.951293,0.226078,0.711139
1.844480,-2.383309,0.658385,0.733554
1.360400,0.863609,0.068197,0.712008
-4.037058,0.960895,0.764348,0.484358
-0.436438,0.519744,0.526513,0.567186
-0.728240,0.571416,0.085591,0.474962
1.387062,-0.433401,0.940135,0.810904
0.161633,-3.808706,0.104546,0.011897
1.578495,2.336340,0.767166,0.846357
1.861412,1.993168,0.182687,0.462825
0.381876,0.230385,0.171364,0.379526
-0.235110,3.343411,0.212259,0.389834
3.252606,0.782534,0.778014,0.003954
2.888931,0.948086,0.630589,0.782300
1.115981,-1.296813,0.625618,0.339425
0.877940,2.372000,0.238553,0.247623
1.298192,-2.383055,0.967322,0.915620
0.463808,1.653958,0.353708,0.019072
-1.459777,1.102641,0.393687,0.600939
1.885852,1.319017,0.164366,0.341226
-0.825068,1.168750,0.701752,0.209531
-0.634061,-2.353224,0.391810,0.263352
0.211617,3.329621,0.171052,0.232714
0.345137,-0.087283,0.797146,0.167854
-0.867049,-0.241769,0.591190,0.742399
1.927546,-1.595164,0.517709,0.751899
-0.332846,-0.987025,0.000635,0.648140
1.108590,-4.274793,0.964262,0.515482
-0.534512,2.671764,0.592093,0.148897
2.116280,0.832979,0.166388,0.091777
0.450736,-3.369379,0.146492,0.551955
-1.852532,0.718534,0.080829,0.906338
2.805586,0.044840,0.677461,0.420983
-0.390513,-0.334094,0.946777,0.292703
1.923447,2.882499,0.602220,0.347772
-0.569521,0.699283,0.425201,0.878422
-2.372601,-0.451376,0.985492,0.346014
-0.998439,-3.056155,0.500574,0.355424
-0.210941,0.714692,0.603974,0.096900
-1.093179,1.092020,0.335362,0.330089
-1.640320,0.906734,0.036589,0.057442
-0.838886,-2.330427,0.667240,0.800565
2.930500,-1.815839,0.803543,0.776033
-0.991018,-1.384538,0.387638,0.813491
2.947873,1.608480,0.262674,0.741637
-1.572390,3.322311,0.637662,0.711779
0.486072,-1.779658,0.680277,0.859624
-0.212398,-0.532441,0.156023,0.133733
-0.123414,-3.324249,0.789018,0.499468
-1.656930,-3.394947,0.558603,0.925789
0.879301,-0.269955,0.349420,0.447715
-0.972014,1.224725,0.129805,0.624824
-0.943234,1.084814,0.114601,0.139556
-3.098120,-1.154248,0.616042,0.767124
-1.499968,-2.923352,0.606782,0.523386
-0.972660,0.353361,0.329867,0.296333
1.603530,-1.454453,0.411786,0.157460
-0.338459,2.089192,0.734943,0.742152
-0.206149,-3.937101,0.488684,0.564107
0.435695,-0.085531,0.744506,0.323171
-0.806350,-0.264327,0.208376,0.096684
0.571958,-0.049186,0.862311,0.982146
3.051510,-0.216798,0.932928,0.424856
-2.299332,0.356841,0.322504,0.646125
2.682106,-2.204762,0.029764,0.638270
2.498821,-2.513849,0.996313,0.926918
2.237086,4.201758,0.493013,0.944756
-1.689924,-1.093090,0.950321,0.711458
3.964062,-0.308864,0.612629,0.362176
1.008653,0.849576,0.866397,0.002939
1.322232,3.785473,0.087850,0.914967
-2.181628,-1.970341,0.691894,0.937679
-1.084161,-0.557308,0.469387,0.645063
-2.270983,2.023483,0.637362,0.902805
-2.797807,4.447943,0.152100,0.306412
-3.901975,2.606457,0.416859,0.789262
1.548311,2.623717,0.043537,0.980692
1.284864,1.170619,0.217881,0.148672
-2.775099,0.631716,0.227414,0.225608
1.590567,2.710617,0.310022,0.119388
-1.977046,-1.051843,0.093727,0.896845
-3.043528,0.586435,0.204387,0.484675
1.292930,3.659207,0.035710,0.480334
-2.670053,-2.045004,0.746595,0.735437
-0.760667,-0.046182,0.867714,0.403753
2.788718,1.237869,0.298576,0.961562
3.704820,0.293861,0.010533,0.522409
-1.215591,2.175375,0.318004,0.442107
2.934967,-4.640711,0.839611,0.567717
0.177968,-0.656903,0.300998,0.818714
-1.011486,5.731319,0.006813,0.556211
3.937590,-1.833145,0.921413,0.682619
0.913593,4.508441,0.361965,0.737076
-1.853989,0.085201,0.629926,0.052711
-2.318313,1.109944,0.614901,0.926660
0.621003,-3.925102,0.136805,0.567742
1.173832,-0.281807,0.901718,0.475668
-2.646427,0.062003,0.167561,0.404066
0.521274,-1.974837,0.525387,0.251733
3.656287,-1.652824,0.580549,0.040572
4.651952,1.009825,0.548110,0.308955
1.679258,1.911252,0.710330,0.303745
0.338514,-0.469851,0.581481,0.221309
-0.112311,3.081108,0.376977,0.696675
-1.629756,2.580872,0.661459,0.416861
1.472850,0.346250,0.980223,0.303541
-2.299291,-0.882053,0.561525,0.039888
5.241434,0.893347,0.475716,0.579334
0.888534,-0.504814,0.509513,0.786276
2.233919,0.424444,0.079517,0.256404
-2.336788,1.552645,0.591202,0.464670
0.100241,1.191289,0.113636,0.134591
0.706829,0.753934,0.878559,0.874463
-1.285514,-2.474647,0.785051,0.675787
-0.915664,0.254408,0.185933,0.100759
2.614485,-1.285149,0.554717,0.428979
-0.914164,-0.339499,0.464610,0.298737
1.946362,-0.755655,0.781040,0.140425
-1.038338,-0.027184,0.919256,0.353313
-0.257227,2.955497,0.680351,0.571818
2.754334,-0.370578,0.682828,0.167036
-0.763638,-2.159204,0.287968,0.823454
3.183254,3.162432,0.157811,0.585316
-0.531669,-2.175134,0.934275,0.012420
2.249650,-0.780760,0.967601,0.790335
-1.587974,-1.284619,0.744272,0.770917
1.619484,3.909826,0.016996,0.075981
0.321754,0.075833,0.147886,0.723517
-0.148177,1.258701,0.589911,0.895478
-3.001417,-0.718119,0.207795,0.282023
-2.784636,-0.665957,0.014234,0.286488
-0.846890,4.493431,0.424355,0.693917
-0.603484,-1.437869,0.445757,0.099340
-1.729009,0.278657,0.555516,0.222630
-1.985554,-0.655349,0.942273,0.190630
-0.601101,3.360161,0.271810,0.121837
-0.476315,2.938486,0.609171,0.351791
1.862265,0.218195,0.398929,0.132941
-0.211364,-0.881958,0.232666,0.192610
-2.121446,-2.106476,0.798404,0.278124
0.117979,-0.487818,0.825665,0.261662
0.568930,0.137770,0.983327,0.524733
0.928941,0.987456,0.409773,0.771394
0.427932,-0.569419,0.955344,0.372525
-0.289140,0.508464,0.294396,0.706801
-1.936428,-1.655642,0.829536,0.199211
-0.911217,1.091956,0.051899,0.236262
3.742778,-0.534290,0.956201,0.442705
-0.980802,0.799712,0.112902,0.959436
0.996095,-1.539154,0.435987,0.344931
0.993008,-0.474095,0.732916,0.859435
1.282070,-1.008311,0.778060,0.377730
0.010381,-2.296716,0.668497,0.581829
0.211492,0.908250,0.423636,0.724757
2.007481,0.343889,0.069532,0.067348
-0.059096,-1.581706,0.114221,0.471299
-0.969574,0.614811,0.146629,0.545478
-1.873495,0.648773,0.653291,0.695196
1.243978,-0.332506,0.549623,0.628904
-0.075049,-1.441088,0.464080,0.904447
-1.829875,1.489167,0.805541,0.320663
-0.203396,-0.184695,0.390790,0.592757
-0.818675,0.593968,0.825626,0.185020
0.362246,-3.309235,0.479212,0.338930
0.901831,2.042177,0.828314,0.373349
-1.547829,-2.191123,0.663788,0.930222
-1.260911,0.645818,0.709967,0.167553
1.704899,-1.041462,0.914164,0.761398
0.452041,-0.027136,0.581982,0.608963
0.503488,0.158565,0.946222,0.019217
-0.879002,1.382467,0.372615,0.733562
3.102167,-0.681684,0.380939,0.843416
1.551832,-1.515085,0.698531,0.463568
-0.031543,-0.083816,0.023116,0.145325
0.017160,-0.918370,0.705349,0.231375
1.410705,0.583090,0.630736,0.188149
-1.341971,0.184903,0.289792,0.596048
1.426429,0.222873,0.342414,0.867008
-1.504086,0.778785,0.113324,0.704407
-0.454137,0.653674,0.887834,0.486213
-2.202945,-1.038530,0.566704,0.893825
-1.156703,0.457526,0.794929,0.682257
1.075136,-1.765608,0.293574,0.091097
0.767396,-0.294882,0.619480,0.764518
-0.972092,-3.296266,0.193377,0.829473
1.979783,-1.830081,0.075993,0.722870
-1.214860,0.555942,0.535741,0.610997
-0.131873,0.753655,0.848795,0.610936
1.451241,1.546891,0.309374,0.878075
-2.723461,-0.006979,0.437926,0.741902
1.062256,-0.240094,0.180262,0.289094
1.150326,0.208798,0.469192,0.058842
-0.599440,0.032173,0.850918,0.457791
-1.583439,-3.208931,0.386654,0.014650
3.934767,1.818233,0.387279,0.978929
1.012054,1.405864,0.514694,0.372266
-1.850048,-0.062902,0.693615,0.925893
3.207852,-0.504902,0.261138,0.286332
0.505833,1.620592,0.324726,0.703437
-1.268794,1.429430,0.945579,0.413359
-1.068034,-0.058143,0.435761,0.651816
1.196311,-1.211963,0.405800,0.223594
-0.688798,-2.773070,0.899679,0.891406
2.026745,2.249489,0.608295,0.423322
2.039699,-3.100852,0.102747,0.236997
-0.102126,-1.065184,0.460165,0.498505
0.428567,0.637916,0.885619,0.029431
4.647903,2.946329,0.245650,0.287912
1.215630,-0.399352,0.648102,0.632831
0.375390,0.806660,0.407522,0.333125
2.249248,0.743914,0.884728,0.680844
-1.682033,5.640756,0.211672,0.872338
-0.792877,-1.416267,0.718665,0.731299
0.357125,-1.250711,0.238495,0.095455
0.077667,0.715966,0.347093,0.271261
3.658957,-1.664760,0.105175,0.622510
-0.354772,1.128808,0.237025,0.527155
1.732612,-0.088736,0.494583,0.927744
0.087799,-1.015453,0.811992,0.620492
1.611736,0.220471,0.391679,0.674941
0.800588,1.145803,0.855581,0.438620
-0.375545,2.682287,0.949662,0.863099
1.607604,0.012186,0.296022,0.408419
0.105735,-1.043899,0.948243,0.259704
0.099303,0.093428,0.624253,0.021261
1.215753,1.581037,0.684842,0.963514
-4.015501,1.902517,0.773478,0.556078
0.810774,-1.728435,0.273013,0.473568
1.832419,1.258804,0.289397,0.957079
-1.576415,0.854398,0.580882,0.161434
2.267184,-2.186965,0.602417,0.052882
-0.863268,1.840744,0.155285,0.190395
2.827045,-1.484940,0.077698,0.970258
0.307109,-0.836442,0.339352,0.150569
2.584725,-1.720241,0.492999,0.158614
1.205381,-0.791595,0.723774,0.437836
-0.647706,1.900166,0.325813,0.759668
-0.890296,0.524220,0.003870,0.204713
-1.090762,1.839442,0.298809,0.625700
3.461492,2.552890,0.108943,0.822734
1.045745,-1.019343,0.380402,0.462643
3.776115,0.927319,0.858053,0.756498
1.495495,-1.358915,0.101537,0.820233
-0.934818,-3.249516,0.522830,0.518814
0.636987,0.360540,0.877656,0.021331
2.747660,3.292746,0.819734,0.155072
1.987200,-1.013045,0.789475,0.707135
-0.199446,-1.753783,0.050160,0.413047
1.717877,2.854864,0.238959,0.613061
-0.385901,4.156524,0.870196,0.569106
-0.709791,1.751595,0.945424,0.257744
-6.150341,-1.080956,0.404888,0.875580
-1.394644,-1.444915,0.522671,0.674796
-3.613559,-3.449809,0.666873,0.140805
0.333970,-4.046733,0.143790,0.076553
-0.198346,-1.525841,0.424963,0.348983
0.454539,0.029593,0.492596,0.138496
-2.614022,4.571098,0.380838,0.711201
-2.835694,-1.210328,0.584857,0.851681
-0.737200,1.437246,0.928563,0.560938
-1.517122,0.163930,0.739646,0.754945
1.008445,2.768058,0.347207,0.854064
0.237613,1.729035,0.559470,0.108796
2.110669,-0.036505,0.237039,0.186725
-2.287833,1.357132,0.715937,0.590644
-0.922773,-0.471541,0.605773,0.751676
-1.985465,-0.273093,0.460204,0.092847
-1.249677,-2.680542,0.399407,0.992506
0.471578,-2.696689,0.586997,0.187075
-2.358510,-1.646726,0.048104,0.648507
-1.353293,-0.479625,0.072221,0.938105
-2.915621,0.134813,0.620423,0.184637
0.409499,3.128922,0.677994,0.593945
-1.993273,-1.082944,0.289421,0.136856
-0.890624,-0.970014,0.106628,0.475517
0.984932,-1.138910,0.553430,0.280049
-3.259180,-3.915861,0.673858,0.460597
1.522830,-1.481971,0.516814,0.400946
-1.854189,-0.982133,0.292304,0.696755
-0.170161,2.082335,0.302402,0.404967
-0.061923,0.468004,0.125855,0.860311
1.369217,0.302480,0.280698,0.217173
-1.519213,-2.584068,0.272424,0.842725
0.117824,-0.227284,0.524915,0.318639
-3.053218,0.427704,0.773261,0.489197
1.511560,-2.413658,0.726153,0.264798
0.978521,-1.533689,0.227763,0.171456
-2.202412,-4.839955,0.339883,0.958834
-0.215592,-0.153410,0.495874,0.936933
1.747167,-0.816390,0.227810,0.795314
-1.141573,1.185018,0.722900,0.027639
-2.661569,1.972614,0.118708,0.069513
1.676000,-2.358570,0.042580,0.307899
0.182142,0.678482,0.245263,0.939622
0.349401,-0.010554,0.884538,0.788896
2.836188,-1.872408,0.782560,0.284151
1.358348,-2.221691,0.782286,0.627213
-0.631447,0.811424,0.154668,0.238782
-2.106948,-1.486709,0.193922,0.554354
0.948576,-0.922677,0.194571,0.175192
-1.256537,2.114968,0.283608,0.331562
-3.220740,-4.465358,0.773568,0.532517
2.139453,-0.945849,0.960774,0.027713
1.672237,-2.213373,0.202853,0.012282
-0.606633,-2.407016,0.644420,0.046051
-0.511723,1.011474,0.600174,0.100828
1.761844,-1.753268,0.697752,0.789111
5.407573,-0.515416,0.750205,0.604091
-0.028108,-1.116909,0.920077,0.460561
-1.165294,-5.264692,0.700986,0.707562
-0.279666,3.491407,0.862299,0.141550
3.215285,0.946472,0.788844,0.881616
0.131622,1.563635,0.950872,0.604920
1.027892,1.591015,0.182682,0.322263
1.230239,1.766487,0.532496,0.408970
0.469644,-0.408676,0.464169,0.478048
1.072017,1.095057,0.516437,0.271687
-0.736361,1.058187,0.956363,0.603914
0.212919,-1.505394,0.166149,0.852906
0.506346,-1.833189,0.012406,0.069249
-1.856234,-2.088627,0.296793,0.904995
-4.013362,0.798315,0.735077,0.864879
2.512554,2.534490,0.224750,0.044132
-2.166970,-0.402052,0.689320,0.661311
-1.989435,3.469436,0.560075,0.733765
-1.230032,2.297868,0.199444,0.358831
-2.830175,1.286662,0.750715,0.866973
1.792760,0.684732,0.173596,0.201978
1.316953,-2.768221,0.470468,0.620683
-1.956544,-0.747088,0.286034,0.404988
1.639876,-2.044009,0.702561,0.833897
0.101726,-2.331219,0.944720,0.850672
-1.579597,-0.325132,0.585769,0.185099
3.357719,-0.244823,0.799857,0.564966
0.368716,-4.601024,0.264492,0.601676
1.471801,1.641861,0.636967,0.496702
1.444831,-4.200730,0.437279,0.036935
-1.590824,-1.050916,0.751809,0.552814
2.107563,-2.230824,0.149032,0.868278
3.445097,-0.044818,0.174169,0.317940
3.051715,-2.604725,0.110978,0.921139
0.086259,2.091680,0.502607,0.576527
1.602683,-0.129662,0.036463,0.080343
3.001069,-0.260087,0.247571,0.048423
0.350877,-0.153245,0.893127,0.729100
1.115671,1.500409,0.528739,0.460008
2.145026,-0.443134,0.985019,0.754991
1.996062,0.104627,0.595921,0.273386
2.883409,-0.685464,0.537499,0.658918
-2.668206,0.626998,0.010200,0.512366
2.198759,-1.306499,0.561711,0.966727
-1.426458,2.611255,0.216334,0.369955
3.449613,-1.256724,0.591335,0.780499
1.469361,-1.450720,0.296134,0.612112
-0.110862,0.174469,0.104344,0.110767
0.593264,-1.803398,0.392714,0.297129
3.412796,-4.713857,0.182870,0.314090
0.963091,-0.066555,0.929651,0.282305
1.779347,-1.570562,0.405180,0.793736
-0.224571,1.333675,0.802650,0.912873
0.389390,-1.251478,0.126754,0.124495
-1.464120,0.076922,0.608921,0.040235
0.874152,-1.949602,0.137117,0.393615
1.382789,-5.216128,0.873652,0.678702
-0.884269,-0.725193,0.079321,0.759031
-1.468363,0.693985,0.041472,0.500983
-2.622517,1.194599,0.611295,0.992443
-3.191221,-1.725975,0.426169,0.852209
2.418621,0.102909,0.216048,0.404962
0.720725,0.629111,0.348714,0.015893
0.733429,1.609328,0.149230,0.090346
0.289154,0.198620,0.652330,0.333718
-2.200558,-0.663451,0.253390,0.999931
-2.515986,0.516849,0.038191,0.647937
-0.629315,-0.141360,0.425849,0.524304
2.328347,2.322204,0.166397,0.647012
4.117152,-3.053167,0.002867,0.290845
3.437751,3.033434,0.826806,0.295624
-0.669713,-3.463147,0.634816,0.455532
0.183605,-0.227254,0.525213,0.045288
1.328216,1.021230,0.441513,0.686714
0.378489,2.565457,0.729472,0.711107
-1.207908,-0.638362,0.612202,0.925843
-1.010378,-1.096129,0.570109,0.613117
-0.436037,-0.338755,0.429412,0.575539
0.916954,0.842655,0.126703,0.141465
-2.660985,-0.033047,0.977690,0.337204
1.473826,1.335311,0.138414,0.215232
1.897715,1.514841,0.750420,0.167289
-1.337410,-0.264604,0.819046,0.470115
2.235833,-1.396233,0.817807,0.593427
-2.209741,-1.173195,0.247908,0.295681
1.050212,0.210694,0.221929,0.267129
-3.255743,-2.264260,0.182806,0.355541
-1.923325,-0.012735,0.116800,0.278392
-1.354120,0.346083,0.420855,0.566727
-0.770764,2.109181,0.734823,0.377113
0.332495,1.585508,0.944939,0.394316
-2.383796,-0.624751,0.052012,0.598298
1.896498,-0.329727,0.301802,0.315279
2.678344,1.762970,0.060690,0.952811
-0.028769,0.229862,0.389422,0.757830
0.529253,0.472926,0.502052,0.237323
0.039719,-1.403102,0.357468,0.290565
1.386364,3.568213,0.649473,0.710490
-0.768061,1.649482,0.949820,0.652682
0.988925,0.609390,0.956521,0.206237
-0.214206,0.087258,0.296330,0.320320
3.035106,1.351209,0.273243,0.218562
3.273139,-0.657279,0.413232,0.636488
0.732841,-0.099692,0.338715,0.038677
0.596180,-0.795035,0.272434,0.144212
-2.337945,-2.410453,0.131289,0.291511
-0.073089,-1.503930,0.310903,0.500141
-1.209412,4.676441,0.910878,0.120241
-0.541033,0.194965,0.887494,0.871560
0.328554,-1.095675,0.139212,0.019985
-0.768649,-1.029594,0.619952,0.386171
1.500961,1.837173,0.045975,0.342386
1.390609,-1.506570,0.611823,0.911263
4.195409,0.413113,0.515472,0.067415
1.052275,1.174149,0.017448,0.958425
-0.612738,-0.001216,0.689449,0.405226
0.496137,-0.644366,0.295021,0.796018
1.546067,1.732216,0.133711,0.001016
-1.411399,-3.675864,0.332087,0.343118
-0.322566,-2.277024,0.335093,0.451013
1.828076,2.362913,0.954755,0.050929
1.637634,-0.185540,0.902011,0.402699
1.793822,-0.435804,0.091360,0.776382
-2.235891,-1.623508,0.434077,0.750236
-0.488114,1.169973,0.850428,0.542368
-0.772263,5.117690,0.685627,0.397550
1.399531,-0.053689,0.007196,0.328051
-0.627730,-3.610188,0.495439,0.945357
0.645150,-1.486532,0.783777,0.512344
1.373213,-1.043783,0.090129,0.516150
-0.772789,0.983340,0.768871,0.891460
2.766229,1.217710,0.480429,0.148909
-1.816189,0.434657,0.612963,0.145175
-4.073482,-1.220713,0.795150,0.683128
1.325399,-0.945233,0.645356,0.854360
-1.380569,1.478167,0.892503,0.234394
1.413936,-3.012453,0.507622,0.738176
1.248323,-2.019083,0.341720,0.115827
-0.115402,-0.725400,0.161420,0.793804
0.550329,-0.059350,0.792417,0.543155
1.983829,1.119552,0.812705,0.096838
-2.873458,-1.927632,0.465118,0.362602
1.008504,-0.435668,0.479321,0.853035
1.623754,0.134929,0.253269,0.153575
2.321641,-0.831239,0.066776,0.327656
0.952056,-0.482067,0.399696,0.279562
1.554874,2.269894,0.735642,0.821965
-0.038950,0.948133,0.332381,0.623666
0.482464,0.538893,0.442640,0.345555
0.152085,-0.764438,0.431903,0.762679
2.060033,-0.534945,0.303561,0.647555
0.881360,-2.955503,0.728920,0.741510
-0.224087,0.708208,0.712260,0.508262
-1.123508,1.994385,0.805827,0.286099
-1.709248,-1.343126,0.071589,0.075172
0.859980,3.199181,0.916134,0.398221
1.396244,-1.054093,0.107047,0.135808
1.565517,-2.394880,0.731531,0.458472
-0.602501,-2.356314,0.625271,0.161059
1.460866,-2.453158,0.643604,0.060112
1.957144,-0.148648,0.396952,0.954904
-1.938455,-0.095591,0.969525,0.524855
-0.906935,-0.279858,0.879316,0.085958
1.333854,-4.037892,0.256108,0.047597
0.555597,-1.452846,0.152091,0.275751
4.042027,1.065085,0.198900,0.949662
1.513215,-1.190659,0.291299,0.699143
