O_A,O_B,S_A,S_B
3.331298,-3.24268,0.622335,0.828179
0.557393,1.370402,0.465456,0.116355
2.588045,-3.213302,0.477191,0.737473
0.782613,2.194695,0.586017,0.005342
-2.314232,2.17101,0.802442,0.553158
-0.857951,1.061547,0.586704,0.543032
0.420678,0.1094,0.680118,0.770573
0.153621,-0.176542,0.603537,0.107278
0.436003,-2.266138,0.538605,0.937367
0.390687,-1.290863,0.774423,0.334409
0.636075,-1.870617,0.450285,0.040144
-0.900547,3.055245,0.628586,0.770641
1.247799,2.490002,0.860036,0.482233
0.226886,-1.254866,0.282127,0.563322
-1.415646,1.544891,0.998711,0.64178
-1.699898,2.46325,0.762012,0.301253
2.463657,1.594987,0.015723,0.554818
3.340452,-0.45689,0.791644,0.393081
-2.05962,0.360618,0.837625,0.426429
3.84995,-1.364053,0.793832,0.083583
-1.706268,-2.014349,0.069238,0.067088
5.766821,1.279315,0.612609,0.526865
0.598011,0.820557,0.730258,0.971244
-1.929537,-1.281453,0.37161,0.340157
-0.370199,0.131386,0.989704,0.481548
2.620645,-1.244577,0.952188,0.588644
1.72562,-0.951786,0.97851,0.712874
-1.422681,1.467033,0.929014,0.982855
-0.030971,-2.527595,0.06212,0.565323
-0.277259,-0.233962,0.084192,0.518403
-2.075259,0.628396,0.649226,0.947046
-1.124816,-0.526901,0.412511,0.025665
-1.827103,-2.00406,0.205285,0.064751
-1.764214,0.917226,0.696379,0.827991
-0.921374,0.273276,0.730985,0.629408
0.535241,0.583939,0.224274,0.612983
0.836296,0.090772,0.837414,0.317546
-1.108496,0.266375,0.139632,0.138831
-3.061962,-0.518957,0.843238,0.17753
0.518414,1.010645,0.289444,0.088758
-0.619007,-1.511854,0.677987,0.603101
-2.753343,-2.554399,0.049492,0.119279
0.744734,-1.403906,0.154079,0.520476
0.109417,1.426486,0.148117,0.674317
1.249812,-1.487888,0.751028,0.737195
-0.303131,0.097865,0.10116,0.707738
-2.785486,1.306735,0.853533,0.683385
1.39655,0.57848,0.338601,0.492842
0.757839,-3.072948,0.629995,0.78303
3.713956,-0.783411,0.33625,0.511811
-0.209748,-1.616336,0.335154,0.780973
-4.686588,2.340488,0.673357,0.39197
0.100844,-3.471355,0.183361,0.748985
0.333912,-0.566622,0.255745,0.679342
-2.27693,1.257174,0.709761,0.923838
-0.564733,-0.092355,0.95561,0.452793
0.758611,1.250991,0.383775,0.857729
2.919328,-4.203659,0.678125,0.674814
-1.165875,1.022604,0.645191,0.902213
4.114712,3.904904,0.155671,0.639028
2.406807,-2.170153,0.575916,0.871885
1.32798,-0.244686,0.033151,0.299972
-1.470589,-1.70729,0.051644,0.819707
-3.081541,3.700835,0.731135,0.652586
1.039892,-0.863642,0.649399,0.606678
-0.484584,-0.173912,0.634299,0.72606
-0.615731,0.514361,0.748111,0.229921
0.739241,1.516979,0.429909,0.552677
-1.032082,-0.365258,0.688337,0.19046
1.000006,-1.853627,0.902708,0.89446
-1.354072,3.204639,0.806129,0.590725
-1.772056,-1.282052,0.09664,0.294252
-1.382745,1.722427,0.861898,0.600016
-0.413351,-0.380753,0.069516,0.017959
0.839002,1.461484,0.166422,0.182372
0.913299,2.135754,0.305394,0.417568
-2.62337,0.197416,0.786447,0.440478
0.027691,-0.259806,0.760439,0.958083
-0.783723,-1.129041,0.030141,0.600248
0.055712,0.280962,0.043312,0.748148
-1.083954,1.570456,0.952344,0.688258
-1.156976,-0.650974,0.000611,0.173572
2.573466,0.010518,0.27151,0.990367
-0.5902,1.676547,0.964466,0.456447
-0.165194,1.501878,0.278903,0.523981
-2.323434,-3.970804,0.335341,0.087735
-3.040205,-3.067249,0.116945,0.207624
0.09664,-0.798316,0.358187,0.938701
0.78186,2.022706,0.666549,0.602813
2.011819,3.075568,0.07774,0.263971
0.942757,-1.759998,0.99988,0.113786
-0.971112,-0.210993,0.982434,0.791004
0.431733,0.856919,0.337918,0.017132
-0.518946,0.225241,0.259142,0.194162
-3.283468,2.052676,0.562826,0.200273
0.02954,1.291481,0.549169,0.831232
-2.08298,2.525456,0.990723,0.635269
-1.571708,3.885222,0.779265,0.104562
-1.449786,2.477674,0.23675,0.662056
1.04396,0.618835,0.000359,0.805684
-1.413884,-3.127008,0.544351,0.086222
-2.23426,-1.800423,0.069691,0.008473
-0.924436,0.077847,0.872009,0.287191
0.380725,0.133397,0.138941,0.24975
-4.159023,4.094545,0.858311,0.495599
-1.385906,-0.393584,0.893951,0.438189
1.665704,0.472945,0.034345,0.696834
-1.468901,-0.837398,0.458872,0.240874
-2.355388,0.016387,0.328615,0.459335
-1.091372,2.660265,0.960837,0.172074
2.10251,1.428901,0.583965,0.027135
0.736065,-0.638522,0.060657,0.625115
-2.395286,-1.27568,0.412776,0.604609
-1.720573,1.324096,0.013974,0.502972
0.598144,0.123101,0.588665,0.179462
-2.795799,-1.597585,0.634162,0.345547
-3.403323,-2.85352,0.378266,0.137639
1.578646,-1.168196,0.864411,0.462786
-1.873905,1.562083,0.762432,0.906766
0.905763,-2.851166,0.563585,0.488456
-1.610725,-1.095093,0.418629,0.49111
-2.021151,-1.014296,0.471366,0.562478
1.488777,-4.098496,0.661387,0.691341
-1.56786,0.076979,0.45772,0.816541
-2.579301,3.86834,0.56284,0.828399
-1.561532,-1.094986,0.130132,0.1131
0.464838,-0.826512,0.713849,0.918875
-0.510973,1.426524,0.217625,0.42549
-3.464094,-0.621173,0.768313,0.15639
0.995187,1.452446,0.049131,0.069876
-2.531977,-1.088476,0.393945,0.685117
3.108295,-0.87696,0.57483,0.582076
2.786351,-0.201472,0.743804,0.364696
-2.344068,-1.237569,0.17281,0.190987
1.507289,1.813517,0.218758,0.531969
-2.116083,0.728591,0.084834,0.881555
-0.27701,-4.649691,0.57847,0.588431
0.886069,-0.742698,0.271054,0.291838
1.576216,-0.686846,0.278743,0.526724
-1.468749,1.472631,0.969284,0.070856
2.461388,-0.419882,0.38109,0.34424
0.560098,3.913368,0.290403,0.951766
-0.287983,-0.486904,0.591769,0.994468
-1.806591,-2.859185,0.51703,0.437006
1.356285,-2.406366,0.094177,0.813887
-0.026731,1.492877,0.933835,0.180647
2.287673,0.281943,0.886458,0.160088
1.432409,-2.048995,0.736782,0.955197
-1.717688,-0.345637,0.842692,0.268024
-1.62506,0.190465,0.796786,0.036929
-2.791271,-1.902754,0.322574,0.599404
2.277818,1.492323,0.56019,0.333784
-1.305147,0.125336,0.236265,0.625818
-1.451282,-2.191338,0.417103,0.050869
0.488128,2.327583,0.672433,0.205057
-1.389922,-0.242582,0.177261,0.271162
3.44885,4.79791,0.356281,0.051721
-2.699529,0.89538,0.731277,0.684302
0.736445,0.685407,0.227373,0.895137
0.994074,0.375123,0.178069,0.509487
1.047586,-1.10751,0.752756,0.731246
2.05934,-2.848176,0.757644,0.841191
-1.037903,-0.672659,0.601083,0.027882
0.999769,1.349232,0.832932,0.583897
-0.099665,0.117444,0.761695,0.663802
4.489062,1.098696,0.669595,0.096088
-1.461742,-0.300333,0.929,0.718995
1.293119,-1.800321,0.618333,0.504764
-1.453271,0.647219,0.954135,0.944578
0.468585,-0.672562,0.277628,0.866096
-0.122552,2.044209,0.18843,0.702732
2.408029,-0.241431,0.638175,0.423585
1.707314,0.908248,0.286333,0.129522
1.323724,-1.18707,0.756718,0.521437
1.84785,-1.180079,0.501673,0.890813
1.523538,2.257962,0.24901,0.359488
-0.607738,0.591318,0.862663,0.978927
0.943813,-2.467455,0.692016,0.345575
-1.103993,-1.753556,0.416649,0.316568
-0.151956,1.162473,0.973202,0.084998
0.634311,-0.519054,0.941811,0.770786
-0.946926,1.628549,0.595156,0.144885
-0.064222,0.078536,0.954129,0.984618
0.203915,-0.656167,0.693868,0.950662
-0.047033,2.556243,0.406356,0.424624
-1.623888,0.9289,0.034379,0.509294
0.096236,-1.510073,0.797457,0.504098
-0.12223,4.87027,0.759789,0.351473
-3.028003,-2.943398,0.406011,0.412794
-2.31882,-1.091793,0.363725,0.040783
2.025264,-1.367375,0.961207,0.645203
-1.635864,1.01487,0.646902,0.510428
0.009687,0.692752,0.427716,0.107412
1.15353,-0.578498,0.114169,0.493801
1.695244,-4.987383,0.582093,0.809487
1.810946,-0.006235,0.234727,0.968742
1.188459,1.275143,0.346286,0.284779
2.672045,-4.296355,0.782299,0.62649
1.902661,0.771677,0.358282,0.86958
-1.579984,-0.977715,0.815737,0.14417
-0.661916,-0.498402,0.00351,0.258682
-0.915248,-0.365022,0.65336,0.791627
1.369414,-0.321684,0.759607,0.493044
0.732187,-2.108351,0.332299,0.471191
-1.103066,-2.036519,0.169719,0.551183
0.813199,0.635772,0.280561,0.559049
-3.158471,2.825191,0.683563,0.365396
4.921469,5.166531,0.300788,0.100416
3.651117,0.078551,0.415054,0.600812
1.335967,-0.511793,0.552179,0.823192
-1.425507,1.779634,0.526297,0.608647
-0.521861,-1.236248,0.489221,0.982892
0.212998,-0.412784,0.310869,0.08356
-1.325501,1.839598,0.941089,0.015794
0.307407,-2.463964,0.366827,0.880935
-1.459122,0.013096,0.835017,0.08179
0.759808,-1.041742,0.850277,0.930187
1.49527,1.449446,0.298472,0.700915
-1.943921,0.788438,0.335314,0.508055
2.383087,-3.373866,0.551888,0.379697
0.760114,0.357781,0.92225,0.065517
-1.224433,-0.587748,0.342232,0.832659
1.242459,-0.449218,0.873619,0.783525
-0.782561,1.41751,0.513851,0.423574
-2.972723,3.910818,0.971457,0.250871
-3.3892,3.102549,0.58098,0.932145
-0.168499,-0.245699,0.934418,0.523021
-1.446568,2.263689,0.620651,0.56854
-1.4636,1.016014,0.158567,0.647651
-0.551127,-0.59017,0.276475,0.073709
2.285209,-2.49362,0.990646,0.09729
4.449174,-0.67923,0.225257,0.511784
0.603167,1.313114,0.269878,0.276404
2.622906,-1.454477,0.399216,0.766279
0.195377,-0.97719,0.289043,0.122146
-1.028219,-0.034824,0.801423,0.428992
-2.180418,-1.937847,0.74177,0.140204
-1.69211,-0.111191,0.752489,0.411142
0.903754,2.485799,0.560811,0.70826
3.417343,-1.516661,0.483076,0.870568
-0.397058,-0.658979,0.429201,0.306048
1.164994,-2.389818,0.335566,0.489514
1.808701,0.417037,0.077333,0.69837
-2.041621,-0.509659,0.183757,0.591261
1.537116,0.411869,0.061015,0.159181
-1.463431,1.097594,0.790076,0.081505
-2.689397,-0.117845,0.694991,0.075685
1.702632,-1.060337,0.127091,0.900357
-0.65193,-1.579345,0.013548,0.656562
-3.237261,3.395767,0.892763,0.972777
-2.983081,-3.688759,0.371068,0.064004
1.694452,-0.40126,0.898618,0.693023
-0.828211,2.351843,0.102946,0.395481
1.856713,-0.232932,0.041141,0.929857
-0.99775,0.174776,0.471158,0.567352
-3.028986,-3.242065,0.621355,0.643132
-1.491788,0.138199,0.298703,0.295688
-2.113625,-0.276158,0.162357,0.713526
1.037619,-1.904155,0.876823,0.687562
-3.4076,0.574166,0.210967,0.872358
0.364082,1.071185,0.498289,0.15096
-0.600162,0.782651,0.730195,0.755633
-1.067447,-0.069782,0.487478,0.295002
3.780772,4.63698,0.251781,0.400425
-2.87465,-0.543778,0.355289,0.282724
1.54896,0.850463,0.403503,0.46722
2.439171,-1.345097,0.148368,0.530096
1.66659,0.640437,0.956325,0.259073
-0.216256,0.400258,0.832125,0.739999
-0.808919,0.071545,0.330181,0.385159
1.843985,1.522381,0.415832,0.152463
0.781693,-1.717113,0.942787,0.697485
-0.703191,0.681299,0.33568,0.954729
0.47751,0.851942,0.721277,0.531218
1.947416,3.446379,0.229496,0.26376
0.441518,2.420974,0.444296,0.181563
2.251062,2.775943,0.043364,0.224086
-2.23299,1.892135,0.991345,0.92942
-0.182593,0.632909,0.356296,0.975337
1.106603,-0.126455,0.18995,0.575572
-0.920537,0.816576,0.496853,0.052122
-1.66282,1.247769,0.706159,0.778434
1.541703,0.9471,0.904824,0.078787
-0.648767,-0.586508,0.326229,0.558374
-0.720259,0.520308,0.265165,0.6943
-2.252759,-0.395878,0.869554,0.020662
-1.390483,-0.838322,0.000522,0.887608
-1.84319,-1.539086,0.624377,0.0997
-0.446152,-0.033098,0.32964,0.170029
0.991434,-1.655355,0.245977,0.867667
4.044138,0.285091,0.528241,0.53458
-1.402107,2.51251,0.779258,0.952711
-0.529973,4.193619,0.349829,0.831972
-0.191919,0.417257,0.204851,0.828238
-2.019262,-0.459594,0.182066,0.487901
2.577645,0.601462,0.701199,0.69203
3.295378,-2.498786,0.609952,0.454378
0.516768,-0.97182,0.55911,0.89152
-0.248259,0.491922,0.355354,0.600756
-2.881355,-1.044498,0.243394,0.043973
2.498995,2.542764,0.095661,0.404947
-0.010914,-2.098175,0.355084,0.304315
-3.715054,-0.011359,0.367989,0.798134
0.469427,2.078535,0.01156,0.445512
-1.211311,0.810851,0.830245,0.542726
4.227263,-3.905834,0.998479,0.604124
4.560411,0.140526,0.74353,0.390854
-0.286307,0.539984,0.927938,0.56443
3.250528,-2.686507,0.858482,0.705391
-2.902483,2.14647,0.491037,0.687862
-1.866631,-1.018492,0.410381,0.487314
-2.914435,-1.109267,0.887673,0.567331
-0.921173,1.063984,0.457189,0.189199
-2.776311,0.20866,0.820571,0.663708
1.985107,-0.875205,0.949639,0.00043
-0.201613,2.703357,0.325314,0.24335
-0.322506,-1.083599,0.045974,0.718535
-2.24451,-1.680907,0.078107,0.672825
-1.246674,-2.187041,0.385846,0.386877
0.815312,-2.334954,0.437654,0.959808
-1.611655,1.194792,0.241563,0.3655
2.510291,1.760775,0.645525,0.167401
0.35275,0.958075,0.529066,0.309355
1.829114,-1.228924,0.646349,0.725965
-2.311993,0.818642,0.267014,0.380644
-1.921539,2.043823,0.556916,0.891267
1.098732,2.097643,0.554787,0.184805
1.634838,-2.980076,0.533264,0.742032
1.636712,-3.841979,0.801098,0.859374
-2.640075,-0.33176,0.017811,0.579273
1.45361,0.011697,0.797145,0.381284
-1.557005,-2.119683,0.502688,0.884946
-1.537543,-1.385088,0.230595,0.200188
2.688329,2.149154,0.090019,0.394522
1.072513,4.441847,0.884334,0.103282
-1.423133,-1.097957,0.054786,0.472383
1.3057,1.706738,0.746247,0.150159
-2.207316,-1.729777,0.078017,0.033067
-2.465843,3.12182,0.897548,0.232606
-1.94068,-1.531585,0.484348,0.045447
-1.662355,-1.283504,0.545362,0.034802
0.79133,-2.829011,0.939861,0.251832
-0.351786,-1.194092,0.804637,0.970918
0.279591,0.671942,0.21589,0.973166
-1.619273,-1.880529,0.165335,0.225206
1.525586,0.869866,0.384612,0.139816
-0.413488,0.463196,0.616602,0.896979
0.179627,-0.369173,0.86795,0.953946
1.56088,1.680519,0.622426,0.423035
1.514772,0.694522,0.319345,0.469686
0.334129,-2.027234,0.401721,0.045542
0.004926,0.290779,0.166487,0.046239
-0.142017,-1.891434,0.639843,0.385156
0.25671,0.135346,0.012222,0.040718
-0.448716,-0.7372,0.177058,0.581535
-2.193367,1.299897,0.572598,0.956908
0.324492,1.814151,0.984855,0.015543
1.720749,-1.193542,0.960599,0.655602
2.324162,-3.182293,0.903643,0.664578
-1.792903,2.668964,0.987695,0.028235
0.317684,0.037923,0.507181,0.114537
2.735278,3.278604,0.212266,0.180817
1.009797,0.935627,0.521839,0.083707
1.036004,-2.613112,0.752857,0.856522
-0.0738,6.332473,0.258375,0.820935
-0.173669,2.000629,0.570781,0.991009
1.765941,1.681028,0.213702,0.599036
1.424318,5.802719,0.485061,0.317949
1.057272,2.157695,0.20618,0.201474
0.92036,-2.95661,0.780225,0.428343
0.584003,3.309048,0.352195,0.860812
1.065053,-1.96718,0.121923,0.70336
2.646267,-2.352493,0.835055,0.26171
-0.459692,0.882055,0.972291,0.971406
3.452547,3.405303,0.015643,0.364726
4.492937,-2.49234,0.756674,0.894307
-0.715668,-1.319804,0.621433,0.101835
-0.099918,0.460668,0.909699,0.960749
0.213414,-0.349523,0.65977,0.530008
-1.346466,-0.719924,0.081273,0.246527
4.041345,3.142435,0.468215,0.320022
-2.987318,-2.828866,0.06859,0.374531
2.160996,0.712045,0.051106,0.886095
0.443849,0.751547,0.825406,0.249062
1.604815,0.869096,0.349526,0.57493
1.579239,-1.009025,0.681867,0.326811
-4.435632,-0.608104,0.802388,0.017838
1.915387,2.095555,0.72263,0.057608
-0.834521,1.257755,0.698569,0.633826
1.729806,-1.586751,0.65751,0.899181
1.71986,-0.23961,0.497181,0.730656
-3.007073,-1.117638,0.108491,0.411517
-0.422895,3.767237,0.012106,0.970171
-1.272682,-0.379292,0.260183,0.307474
1.915404,1.432948,0.032585,0.856114
1.044576,-0.106104,0.94139,0.854712
-2.992361,-2.249131,0.845006,0.412003
-0.718348,-0.447568,0.735339,0.75159
-1.041544,1.24154,0.536601,0.850741
3.294187,-0.162771,0.555032,0.793883
-3.130849,-1.890175,0.342925,0.205153
0.083821,-2.947376,0.702931,0.398945
-0.971177,-1.186592,0.124212,0.018803
-0.132942,-2.911169,0.205343,0.752689
-2.372739,-2.668669,0.114286,0.363435
0.717505,2.801115,0.179537,0.865277
4.599698,-2.895565,0.887859,0.697949
-0.42197,1.834659,0.697696,0.16989
0.019429,-1.692695,0.036427,0.958341
-0.394749,-0.883111,0.95863,0.399257
0.074105,2.197291,0.51009,0.095701
-2.598678,-0.400242,0.609579,0.237105
-2.040605,2.418661,0.51571,0.924099
0.161414,0.49993,0.169955,0.04446
-2.183579,-1.801031,0.69973,0.125648
1.379185,1.121208,0.078761,0.024863
-1.540539,-0.742339,0.993081,0.654316
0.570025,-2.709289,0.72524,0.215636
-2.147881,1.816303,0.560838,0.343159
3.313824,-2.223829,0.284568,0.858144
2.956483,-3.82333,0.310884,0.903901
-1.874382,0.97899,0.583067,0.976571
-1.590196,-1.52985,0.293766,0.50516
0.247059,-2.30787,0.20472,0.831386
-2.827494,1.090057,0.088074,0.816257
-2.226169,1.116377,0.704891,0.024135
-2.87912,-1.427251,0.421315,0.006838
-3.445577,1.885751,0.85684,0.198987
2.432807,2.170337,0.032425,0.429624
-0.286059,-0.217611,0.014884,0.143224
-0.687768,0.929104,0.730975,0.446699
0.339005,-1.678818,0.608942,0.015872
1.357515,-0.875168,0.571504,0.993785
0.575331,1.659971,0.089714,0.244219
-0.129123,-1.152385,0.903052,0.403026
-0.24965,-0.898287,0.058071,0.079885
-0.699244,1.048526,0.741156,0.724718
-1.136217,4.923158,0.795742,0.221685
-1.326221,-3.11093,0.276729,0.493247
0.219499,-1.161757,0.021774,0.404067
-0.032153,-2.507693,0.755247,0.68199
-0.043503,-2.097627,0.911401,0.710582
-1.360413,0.476814,0.694102,0.895348
1.592837,1.415268,0.74657,0.078798
2.075144,0.324735,0.255588,0.905357
1.868924,-1.212394,0.384338,0.385022
0.855803,2.082732,0.405393,0.289834
1.009652,-1.997585,0.805515,0.435288
-0.770409,2.092302,0.714274,0.755573
-0.104776,-0.72687,0.071232,0.576052
3.645632,-2.027682,0.287335,0.82293
3.580356,1.824857,0.960215,0.154923
-1.90982,-0.853088,0.037806,0.471655
0.04338,-2.398559,0.303012,0.678265
1.050565,0.052718,0.269511,0.746692
1.907604,-3.063738,0.497914,0.948377
0.109352,0.153076,0.01775,0.517788
1.525256,4.607812,0.900978,0.274969
-0.919536,0.021126,0.667743,0.155656
-1.869204,0.186851,0.254957,0.549675
-1.905006,1.444326,0.968587,0.786941
-3.485137,-2.070049,0.047423,0.75133
-1.347016,-1.073279,0.919596,0.048606
1.194322,1.510035,0.590356,0.507278
-2.348644,-2.878152,0.599814,0.050501
0.716402,0.780427,0.683069,0.211552
-1.196707,1.129342,0.850622,0.904651
1.092498,0.921967,0.72586,0.412873
1.196396,0.01238,0.713804,0.498177
-3.948833,-0.982151,0.676631,0.574107
-0.12153,-3.857849,0.411083,0.196881
3.562465,-2.825027,0.002219,0.989993
0.691361,-2.393667,0.97885,0.408161
-2.716773,0.337412,0.029353,0.772827
-1.12761,-1.201889,0.238326,0.488251
0.377553,0.309707,0.015357,0.223456
0.598683,3.062719,0.404429,0.15681
1.782308,0.714668,0.316095,0.24586
2.073976,0.04008,0.178258,0.636577
-0.149968,-1.046828,0.376767,0.322808
-3.150015,-0.555852,0.626882,0.352622
0.668294,-0.402665,0.918963,0.919094
0.007503,-1.47498,0.52762,0.132117
2.169153,-2.094867,0.818382,0.127652
0.473132,-0.423264,0.112865,0.497362
1.128427,-0.829318,0.011995,0.766925
-0.391418,-1.988617,0.775632,0.048548
0.436979,-0.994386,0.999201,0.640803
0.501158,-0.58826,0.192138,0.521456
-1.160379,-0.044102,0.713388,0.935916
-2.70617,-3.651591,0.072447,0.278618
2.238027,2.870585,0.021829,0.876348
-2.79317,2.8435,0.804939,0.964245
-0.871845,-0.786939,0.733434,0.750974
0.144898,-0.401236,0.66575,0.237953
0.890881,0.055993,0.37121,0.811503
0.211659,-1.17226,0.144354,0.894115
0.16594,-0.579181,0.232404,0.498483
-0.462424,-4.25993,0.516511,0.091767
1.139355,0.917789,0.009523,0.246711
0.173087,-1.367599,0.150419,0.950365
-0.566836,1.574112,0.77055,0.395259
4.154975,1.97261,0.532946,0.020052
-0.164414,1.353881,0.151537,0.660008
0.697386,0.919176,0.675442,0.265646
1.715793,2.925597,0.126879,0.197371
-0.278418,-3.150244,0.500187,0.327958
-1.396716,-0.392151,0.523658,0.968062
1.071822,0.502079,0.310991,0.118694
1.67616,0.796534,0.566204,0.547164
-2.503247,-4.726302,0.816426,0.21041
-3.723275,3.249564,0.989154,0.707781
2.283684,-2.348533,0.810057,0.907681
-1.546607,-1.672634,0.308328,0.099415
0.186064,1.511476,0.385712,0.196613
-0.904731,-4.320064,0.069999,0.649609
0.840353,-2.001382,0.512112,0.488796
-2.73431,3.739383,0.719488,0.789093
0.883563,-0.173197,0.255359,0.186994
2.006514,3.227541,0.853267,0.412943
1.670381,-0.605512,0.593248,0.839916
1.221772,0.467219,0.882796,0.683295
0.034593,-0.484639,0.14432,0.743286
-0.261678,-0.781403,0.127034,0.101902
1.018683,-1.08632,0.327247,0.730931
-0.255344,1.32338,0.196244,0.903741
-2.024928,-3.410385,0.121963,0.161521
-4.093125,-1.756453,0.124465,0.919156
-1.01749,-2.195574,0.420638,0.276519
1.574061,-2.079682,0.221598,0.618478
1.405405,0.079795,0.793775,0.889681
-2.373331,-0.505267,0.249397,0.954492
-0.782281,-0.266301,0.581004,0.309751
-1.692694,1.184068,0.528773,0.871999
-1.957919,-0.494403,0.777052,0.109614
-1.172503,0.501443,0.692724,0.799964
-1.375065,0.683211,0.99882,0.655065
-2.623215,0.343246,0.204672,0.425662
-2.857723,2.927588,0.611767,0.61321
2.298954,0.152395,0.253218,0.52123
0.716308,-3.098385,0.91649,0.208207
-3.89839,4.235698,0.906153,0.617128
-3.904629,1.614013,0.727454,0.850616
-1.833637,1.654653,0.488456,0.169283
0.491285,0.706,0.250547,0.466137
1.536392,-2.05256,0.985019,0.663885
4.711985,-0.383144,0.79336,0.41561
-2.273524,-0.592153,0.274935,0.659254
0.020918,-0.24234,0.474652,0.816372
-1.033079,-1.013945,0.084145,0.125256
-0.853233,1.951244,0.088776,0.98025
-0.078431,-0.370422,0.173116,0.051098
-1.453335,2.593944,0.228702,0.761032
-0.749414,2.397715,0.379731,0.798694
-0.88391,0.159419,0.434578,0.253319
-1.570779,3.025361,0.863018,0.369049
-0.130131,-0.705025,0.890484,0.738128
-2.952739,3.101831,0.914493,0.946645
1.168574,1.971333,0.387185,0.211987
1.232895,2.418323,0.785318,0.056757
1.388629,3.869472,0.602099,0.479687
0.476821,2.465504,0.544328,0.370948
-2.085235,-1.210653,0.001561,0.943805
-2.705774,0.448154,0.101044,0.704325
-0.600581,-0.840429,0.73402,0.545811
1.69859,-1.934833,0.376375,0.447563
0.382293,0.794484,0.296197,0.18153
1.317898,-1.360225,0.731742,0.141252
1.71673,-0.490643,0.508166,0.455414
-0.993451,1.438039,0.145495,0.977939
-0.86394,2.31385,0.960113,0.219129
0.201532,1.675857,0.050081,0.595299
2.920981,0.929562,0.096925,0.391514
-1.210298,2.108147,0.307847,0.541629
0.377201,1.010087,0.907041,0.071833
-2.870872,-2.50087,0.459003,0.205282
0.135314,0.055719,0.67736,0.17681
-0.206546,2.326418,0.411938,0.017307
1.789864,-2.05425,0.893966,0.842685
0.897315,2.901463,0.794767,0.310368
0.185099,-3.555124,0.870542,0.288981
-1.74763,-2.081355,0.843722,0.42288
2.484243,2.311237,0.496532,0.276099
-1.34865,0.407609,0.481391,0.0268
3.54447,-3.503972,0.927957,0.734907
1.157673,2.437593,0.466566,0.428892
-0.822177,-0.721302,0.163996,0.602728
-0.617188,-0.326523,0.37409,0.788573
-2.294065,-2.036861,0.088532,0.361526
1.18245,-0.367879,0.793362,0.160952
-0.268023,0.108636,0.854959,0.334394
1.592853,-1.293775,0.633088,0.587698
1.215904,-0.467393,0.924477,0.734038
-0.063245,-0.959838,0.013584,0.646554
-3.654579,5.034575,0.930339,0.509283
-2.574988,-2.942834,0.022572,0.624008
-2.633625,3.625272,0.820499,0.823602
0.200535,1.947578,0.297393,0.237992
-0.559873,-2.00164,0.345038,0.905514
0.097362,-3.898769,0.70393,0.130887
-2.566628,0.3052,0.436941,0.494235
0.772652,-3.615707,0.087866,0.591113
-0.075304,2.803629,0.110182,0.850724
-0.803618,3.835096,0.49649,0.89956
-1.58468,2.607831,0.595422,0.776126
1.642033,-3.069543,0.716385,0.853994
2.290952,0.186883,0.844568,0.453733
4.388986,0.213266,0.289929,0.330028
1.27474,-0.567449,0.521201,0.042195
1.195806,-2.899793,0.737944,0.54971
-1.383901,1.66653,0.455784,0.614827
-0.631748,0.616538,0.235291,0.195991
1.091252,3.894964,0.504195,0.839992
-1.590261,1.70002,0.110413,0.39258
1.173119,0.396569,0.707284,0.886084
0.275121,-2.223601,0.503064,0.05163
0.199371,1.161034,0.432545,0.627838
2.048924,3.399191,0.575518,0.430411
1.168135,3.060723,0.321805,0.772223
2.260522,1.127743,0.58349,0.786577
-0.451957,0.58162,0.50549,0.142399
0.052861,1.355711,0.238876,0.764015
0.698495,1.383344,0.390999,0.272667
1.026806,-1.203188,0.380705,0.278165
-2.062519,-0.108165,0.005623,0.335379
3.602607,1.596023,0.526404,0.028869
-3.274348,0.383254,0.045871,0.979581
1.054246,1.687432,0.46828,0.85326
-0.78954,0.768485,0.580368,0.715315
-0.134849,-2.233416,0.259784,0.921557
-0.445063,-0.526224,0.41184,0.097013
-1.790175,2.009692,0.898548,0.772089
1.266267,3.288683,0.597156,0.013541
-3.957259,-3.898238,0.35546,0.340148
0.283641,2.911636,0.875736,0.255012
1.767714,-1.082806,0.24517,0.47077
-1.02265,2.892301,0.550693,0.581588
-2.295966,-3.8371,0.407899,0.514735
-0.823033,4.076838,0.480001,0.538308
-0.595211,2.002055,0.692611,0.781369
-0.564364,1.316442,0.363707,0.541223
-0.37515,1.138368,0.766883,0.405404
0.03007,-1.905925,0.355366,0.400115
1.052053,0.590922,0.13276,0.834452
-1.802743,4.277555,0.799954,0.745552
-1.284881,2.363984,0.619653,0.271097
1.850949,2.575358,0.127633,0.509361
1.657646,1.998739,0.469592,0.267667
0.804928,1.400031,0.662825,0.639667
0.179612,0.173314,0.219823,0.623878
-3.683376,3.812636,0.638097,0.945965
0.549425,-0.314564,0.676905,0.253804
-0.168666,-1.919284,0.617406,0.446172
-0.336921,-2.589512,0.962616,0.089867
-1.235108,2.026504,0.244123,0.973284
-0.016964,1.735067,0.847262,0.220346
0.540139,-0.714531,0.321776,0.519129
0.325338,-1.551968,0.380533,0.170191
1.058279,0.823531,0.189097,0.525277
1.2023,-1.492897,0.627761,0.939029
0.966539,2.369918,0.486835,0.093197
-0.285374,1.905976,0.648339,0.940226
-2.131607,-0.360092,0.319209,0.615073
-0.132352,0.128267,0.858995,0.859864
-1.327419,1.726003,0.523717,0.236724
-1.193491,0.379456,0.053853,0.495071
